"oem","model","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","features_sensors","platform_os"
"Honor","8S",2019,"2019","147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in)",146,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.71 inches","720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Accelerometer, proximity","Android 9.0 (Pie)"
"Honor","Pad 5 10.1",2019,"2019","243 x 164 x 7.8 mm (9.57 x 6.46 x 0.31 in)",NA,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","10.1 inches","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)","Accelerometer","Android 8.0 (Oreo)"
"Honor","Pad 5 8",2019,"2019","204.2 x 122.2 x 8.2 mm (8.04 x 4.81 x 0.32 in)",NA,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","8.0 inches","1920 x 1200 pixels, 16:10 ratio (~283 ppi density)","Accelerometer, proximity","Android 9.0 (Pie)"
"Honor","20 Pro",2019,"2019","154.6 x 74 x 8.4 mm (6.09 x 2.91 x 0.33 in)",182,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Honor","20",2019,"2019","154.3 x 74 x 7.9 mm (6.07 x 2.91 x 0.31 in)",174,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Honor","20 lite",2019,"2019","154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in)",164,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.21 inches","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 9.0 (Pie)"
"HP","Slate8 Pro",2013,NA,"220 x 141.5 x 9.9 mm (8.66 x 5.57 x 0.39 in)",453.6,NA,"Capacitive touchscreen, 16M colors","8.0 inches","1200 x 1600 pixels, 4:3 ratio (~250 ppi density)","Accelerometer, gyro, compass","Android 4.2.2 (Jelly Bean)"
"HTC","U20 5G",2020,"2020","171.2 x 78.1 x 9.4 mm (6.74 x 3.07 x 0.37 in)",215.5,"Dual SIM (Nano-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","6.8 inches","1080 x 2400 pixels, 20:9 ratio (~387 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, SAR","Android 10"
"HTC","Desire 20 Pro",2020,"2020","162 x 77 x 9.4 mm (6.38 x 3.03 x 0.37 in)",201,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches","1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 10"
"HTC","Wildfire R70",2020,"2020","163.2 x 77.8 x 8.9 mm (6.43 x 3.06 x 0.35 in)",186,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.53 inches","720 x 1560 pixels, 19.5:9 ratio (~263 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity","Android 9 (Pie)"
"HTC","Desire 19s",2019,"2019","156.2 x 74.8 x 8.5 mm (6.15 x 2.94 x 0.33 in)",170,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 9 (Pie)"
"HTC","Exodus 1s",2019,"2019","154.2 x 72.7 x 8.3 mm (6.07 x 2.86 x 0.33 in)",150,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches","720 x 1440 pixels, 18:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 8.1 (Oreo)"
"HTC","Wildfire X",2019,"2019","156.7 x 74.9 x 8 mm (6.17 x 2.95 x 0.31 in)",160,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity","Android 9 (Pie)"
"HTC","U19e",2019,"2019","156.6 x 75.9 x 8 mm (6.17 x 2.99 x 0.31 in)",180,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.0 inches","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"HTC","Desire 19+",2019,"2019","156.2 x 74.8 x 8.5 mm (6.15 x 2.94 x 0.33 in)",170,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 9 (Pie)"
"HTC","Schubert",NA,NA,NA,NA,"Mini-SIM","TFT capacitive touchscreen, 16M colors",NA,NA,"Accelerometer, proximity","Microsoft Windows Phone 7"
"Huawei","Enjoy 20 Pro",2020,"2020","160 x 75.3 x 8.4 mm (6.30 x 2.96 x 0.33 in)",192,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Huawei","Enjoy Z 5G",2020,"2020","160 x 75.3 x 8.4 mm (6.30 x 2.96 x 0.33 in)",182,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Huawei","P Smart S",2020,"2020","157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in)",163,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.3 inches","1080 x 2400 pixels, 20:9 ratio (~418 ppi density)","Fingerprint (under display, optical), accelerometer, proximity, compass","Android 10"
"Huawei","Y8p",2020,"2020","157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in)",163,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.3 inches","1080 x 2400 pixels, 20:9 ratio (~418 ppi density)","Fingerprint (under display, optical), accelerometer, proximity, compass","Android 10"
"Huawei","P40 lite 5G",2020,"2020","162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in)",189,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.5 inches","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Huawei","P30 Pro New Edition",2020,"2020","158 x 73.4 x 8.4 mm (6.22 x 2.89 x 0.33 in)",192,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.47 inches","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Android 10"
"Huawei","MatePad T8",2020,"2020","199.7 x 121.1 x 8.6 mm (7.86 x 4.77 x 0.34 in)",310,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","8.0 inches","800 x 1280 pixels, 16:10 ratio (~189 ppi density)","Accelerometer","Android 10"
"Huawei","Y8s",2020,"2020","162.4 x 77.1 x 8.1 mm (6.39 x 3.04 x 0.32 in)",180,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches","1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 9.0 (Pie)"
"Huawei","Y6p",2020,"2020","159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in)",185,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches","720 x 1600 pixels, 20:9 ratio (~278 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity","Android 10"
"Huawei","Y5p",2020,"2020","146.5 x 70.9 x 8.4 mm (5.77 x 2.79 x 0.33 in)",144,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.45 inches","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity","Android 10"
"Huawei","P smart 2020",2020,"2020","155.2 x 73.4 x 8 mm (6.11 x 2.89 x 0.31 in)",160,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.21 inches","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 9.0 (Pie)"
"Huawei","nova 7 Pro 5G",2020,"2020","160.4 x 73.7 x 8 mm (6.31 x 2.90 x 0.31 in)",178,"Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.57 inches","1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 10"
"Huawei","nova 7 5G",2020,"2020","160.6 x 74.3 x 8 mm (6.32 x 2.93 x 0.31 in)",180,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.53 inches","1080 x 2400 pixels, 20:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 10"
"Huawei","nova 7 SE",2020,"2020","162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in)",189,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.5 inches","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Huawei","MatePad",2020,"2020","245.2 x 155 x 7.4 mm (9.65 x 6.10 x 0.29 in)",450,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","10.4 inches","1200 x 2000 pixels, 5:3 ratio (~224 ppi density)","Accelerometer, gyro, proximity, compass","Android 10"
"Huawei","Watch GT 2e",2020,"2020","53 x 46.8 x 10.8 mm (2.09 x 1.84 x 0.43 in)",43,NA,"AMOLED capacitive touchscreen, 16M colors","1.39 inches","454 x 454 pixels, 1:1 ratio (~326 ppi density)","Accelerometer, gyro, heart rate, barometer, compass, SpO2","Huawei wearable platform"
"Huawei","P40 Pro+",2020,"2020","158.2 x 72.6 x 9 mm (6.23 x 2.86 x 0.35 in)",226,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.58 inches","1200 x 2640 pixels (~441 ppi density)","Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Android 10"
"Huawei","P40 Pro",2020,"2020","158.2 x 72.6 x 9 mm (6.23 x 2.86 x 0.35 in)",209,"Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.58 inches","1200 x 2640 pixels (~441 ppi density)","Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Android 10"
"Huawei","P40",2020,"2020","148.9 x 71.1 x 8.5 mm (5.86 x 2.80 x 0.33 in)",175,"Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.1 inches","1080 x 2340 pixels, 19.5:9 ratio (~422 ppi density)","Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Android 10"
"Huawei","P40 lite E",2020,"2020","159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in)",176,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.39 inches","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 9.0 (Pie)"
"Huawei","P40 lite",2020,"2020","159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in)",183,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.4 inches","1080 x 2310 pixels (~398 ppi density)","Fingerprint (side-mounted), accelerometer, proximity, compass","Android 10"
"Huawei","MatePad Pro 5G",2020,"2020","246 x 159 x 7.2 mm (9.69 x 6.26 x 0.28 in)",460,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","10.8 inches","2560 x 1600 pixels, 16:10 ratio (~280 ppi density)","Accelerometer, gyro, proximity, compass","Android 10"
"Huawei","Mate Xs",2020,"2020","Unfolded: 161.3 x 146.2 x 5.4 mmFolded: 161.3 x 78.5 x 11 mm",300,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Foldable OLED capacitive touchscreen, 16M colors","8.0 inches","2200 x 2480 pixels (~414 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer","Android 10"
"Huawei","P30 lite New Edition",2020,"2020","152.9 x 72.7 x 7.4 mm (6.02 x 2.86 x 0.29 in)",152.9,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.15 inches","1080 x 2312 pixels (~415 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Huawei","Y7p",2020,"2020","159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in)",176,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.39 inches","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 9.0 (Pie)"
"Huawei","nova 7i",2020,"2020","159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in)",183,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.4 inches","1080 x 2310 pixels (~398 ppi density)","Fingerprint (side-mounted), accelerometer, proximity, compass","Android 10"
"Huawei","Y6s (2019)",2020,"2020","156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in)",150,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.09 inches","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity","Android 9.0 (Pie)"
"Huawei","P smart Pro 2019",2019,"2019","163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in)",206,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.59 inches","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Huawei","nova 6 5G",2019,"2019","162.7 x 75.8 x 9 mm (6.41 x 2.98 x 0.35 in)",212,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.57 inches","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Huawei","nova 6",2019,"2019","162.6 x 75.7 x 8.6 mm (6.40 x 2.98 x 0.34 in)",197,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.57 inches","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Huawei","nova 6 SE",2019,"2019","159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in)",183,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.4 inches","1080 x 2310 pixels (~398 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10"
"Huawei","MatePad Pro",2019,"2019","246 x 159 x 7.2 mm (9.69 x 6.26 x 0.28 in)",460,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","10.8 inches","2560 x 1600 pixels, 16:10 ratio (~280 ppi density)","Accelerometer, gyro, proximity, compass","Android 10"
"Huawei","Y9s",2019,"2019","163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in)",206,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.59 inches","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Huawei","nova 5z",2019,"2019","156.1 x 73.9 x 8.3 mm (6.15 x 2.91 x 0.33 in)",178,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.26 inches","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Huawei","Enjoy 10s",2019,"2019","157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in)",163,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.3 inches","1080 x 2400 pixels, 20:9 ratio (~418 ppi density)","Fingerprint (under display, optical), accelerometer, proximity, compass","Android 9.0 (Pie)"
"Huawei","Enjoy 10",2019,"2019","159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in)",176,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.39 inches","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Accelerometer, proximity, compass","Android 9.0 (Pie)"
"Huawei","Mate 30 RS Porsche Design",2019,"2019","158.1 x 73.1 x 9.3 mm (6.22 x 2.88 x 0.37 in)",198,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.53 inches","1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Android 10"
"Huawei","Mate 30 Pro 5G",2019,"2019","158.1 x 73.1 x 8.8 mm (6.22 x 2.88 x 0.35 in)",198,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.53 inches","1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Android 10"
"Huawei","Mate 30 Pro",2019,"2019","158.1 x 73.1 x 8.8 mm (6.22 x 2.88 x 0.35 in)",198,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.53 inches","1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Android 10"
"Huawei","Mate 30 5G",2019,"2019","160.8 x 76.1 x 8.4 mm (6.33 x 3.00 x 0.33 in)",196,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.62 inches","1080 x 2340 pixels, 19.5:9 ratio (~389 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Android 10"
"Huawei","Mate 30",2019,"2019","160.8 x 76.1 x 8.4 mm (6.33 x 3.00 x 0.33 in)",196,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.62 inches","1080 x 2340 pixels, 19.5:9 ratio (~389 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Android 10"
"Huawei","Watch GT 2",2019,"2019","45.9 x 45.9 x 10.7 mm (1.81 x 1.81 x 0.42 in)",41,NA,"OLED capacitive touchscreen, 16M colors","1.39 inches","454 x 454 pixels, 1:1 ratio (~326 ppi density)","Accelerometer, gyro, heart rate, barometer, compass","Huawei wearable platform"
"Huawei","nova 5i Pro",2019,"2019","156.1 x 73.9 x 8.3 mm (6.15 x 2.91 x 0.33 in)",178,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.26 inches","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Huawei","Enjoy 10 Plus",2019,"2019","163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in)",163.5,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.59 inches","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Huawei","nova 5T",2019,"2019","154.3 x 74 x 7.8 mm (6.07 x 2.91 x 0.31 in)",174,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Huawei","MediaPad M6 10.8",2019,"2019","257 x 170 x 7.2 mm (10.12 x 6.69 x 0.28 in)",498,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","10.8 inches","2560 x 1600 pixels, 16:10 ratio (~280 ppi density)","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Huawei","MediaPad M6 Turbo 8.4",2019,"2019","206.4 x 125.2 x 8.2 mm (8.13 x 4.93 x 0.32 in)",340,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","8.4 inches","2560 x 1600 pixels, 16:10 ratio (~359 ppi density)","Accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Huawei","MediaPad M6 8.4",2019,"2019","206.4 x 125.2 x 7.4 mm (8.13 x 4.93 x 0.29 in)",320,"Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","8.4 inches","2560 x 1600 pixels, 16:10 ratio (~359 ppi density)","Accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Huawei","nova 5 Pro",2019,"2019","157.4 x 74.8 x 7.3 mm (6.20 x 2.94 x 0.29 in)",171,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.39 inches","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Huawei","nova 5",2019,"2019","157.4 x 74.8 x 7.3 mm (6.20 x 2.94 x 0.29 in)",171,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.39 inches","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
"Huawei","nova 5i",2019,"2019","159.1 x 75.9 x 8.3 mm (6.26 x 2.99 x 0.33 in)",178,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.4 inches","1080 x 2310 pixels (~398 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass","Android 9.0 (Pie)"
"Huawei","Y9 Prime (2019)",2019,"2019","163.5 x 77.3 x 8.9 mm (6.44 x 3.04 x 0.35 in)",196.8,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.59 inches","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie)"
